product_id,product_code,product_name,category_id,velocity_class_id,avg_retail_price,weight_lbs,shelf_life_days,supplier_id
1003,APPR-1378,Christmas Tree 6ft v126,2,2,9.99,40.51,NULL,9
1004,APPR-1379,Cheese Cheddar v126,2,2,14.99,12.18,NULL,35
1005,APPR-1380,Bread Whole Wheat v126,2,3,19.99,32.31,NULL,35
1006,APPR-1381,Thanksgiving Centerpiece v126,2,2,9.99,21.69,NULL,7
1007,APPR-1382,New Year Decoration v126,2,2,49.99,34.84,NULL,27
1008,APPR-1383,Monitor 27in v126,2,2,49.99,36.65,NULL,12
1009,APPR-1384,Toaster 4-Slice v127,2,3,9.99,45.74,NULL,7
1010,APPR-1385,Ice Melt Bag v127,2,3,14.99,42.36,NULL,2
1011,APPR-1386,Tent 4-Person v127,2,3,79.99,3.42,NULL,2
1012,APPR-1387,Scarf Wool v127,2,2,79.99,45.81,NULL,7
1013,APPR-1388,Video Game Controller v127,2,2,19.99,27.18,NULL,22
1014,APPR-1389,Toaster 4-Slice v127,2,2,79.99,8.38,NULL,22
1015,APPR-1390,Ornament Pack v127,2,2,19.99,41.51,NULL,27
1016,APPR-1391,Coffee Beans v127,2,2,79.99,32.23,NULL,34
1017,APPR-1392,Serum Vitamin C v128,2,2,9.99,33.49,NULL,7
1018,APPR-1393,Tennis Racket v128,2,2,79.99,44.34,NULL,22
1019,APPR-1394,Butter Salted v128,2,2,49.99,36.56,NULL,12
1020,APPR-1395,Keyboard Mechanical v128,2,2,29.99,20.16,NULL,13
1021,APPR-1396,Perfume Womens v128,2,2,79.99,5.04,NULL,24
1022,APPR-1397,Gloves Winter v128,2,3,79.99,21.79,NULL,6
1023,APPR-1398,Tent 4-Person v128,2,3,29.99,38.67,NULL,1
1024,APPR-1399,Face Mask Sheet v128,2,3,49.99,36.02,NULL,5
1025,APPR-1400,New Year Decoration v129,2,2,29.99,32.57,NULL,34
1026,APPR-1401,Backpack Hiking v129,2,2,79.99,39.98,NULL,3
1027,APPR-1402,Gloves Winter v129,2,2,14.99,12.65,NULL,15
1028,APPR-1403,Eye Cream v129,2,2,29.99,30.28,NULL,33
1029,APPR-1404,Eggs Dozen v129,2,2,29.99,24.69,NULL,6
1030,APPR-1405,Face Cream Moisturizer v129,2,3,19.99,40.12,NULL,32
1031,APPR-1406,Mouse Wireless v129,2,3,19.99,47.96,NULL,16
1032,APPR-1407,Pillow Memory Foam v129,2,3,29.99,23.53,NULL,10
1033,APPR-1408,Deodorant Antiperspirant v130,2,2,19.99,16.00,NULL,22
1034,APPR-1409,Video Game Controller v130,2,2,79.99,32.86,NULL,10
1035,APPR-1410,Curtains Blackout v130,2,3,49.99,34.15,NULL,1
1036,APPR-1411,Deodorant Antiperspirant v130,2,2,14.99,21.16,NULL,2
1037,APPR-1412,Keyboard Mechanical v130,2,3,19.99,7.27,NULL,23
1038,APPR-1413,Area Rug 8x10 v130,2,2,49.99,17.79,NULL,8
1039,APPR-1414,Cereal Granola v130,2,2,79.99,38.24,NULL,26
1040,APPR-1415,Wireless Earbuds v130,2,2,49.99,4.61,NULL,35
1041,APPR-1416,Milk Whole 1gal v131,2,3,19.99,31.78,NULL,4
1042,APPR-1417,Laptop Pro 15 v131,2,2,14.99,15.24,NULL,8
1043,APPR-1418,Sweatshirt Hoodie v131,2,2,9.99,12.35,NULL,20
1044,APPR-1419,Building Blocks v131,2,3,14.99,23.86,NULL,29
1045,APPR-1420,Keyboard Mechanical v131,2,3,14.99,27.40,NULL,26
1046,APPR-1421,Bedding Set Queen v131,2,3,14.99,23.37,NULL,23
1047,APPR-1422,Jeans Classic Blue v131,2,3,29.99,33.32,NULL,19
1048,APPR-1423,Ornament Pack v131,2,2,9.99,38.59,NULL,29
1049,APPR-1424,Lego Set Large v132,2,3,9.99,10.56,NULL,22
1050,APPR-1425,Butter Salted v132,2,2,49.99,34.56,NULL,31
1051,APPR-1426,Snow Shovel v132,2,2,79.99,29.99,NULL,9
1052,APPR-1427,Laptop Pro 15 v132,2,3,9.99,24.10,NULL,24
1053,APPR-1428,Laptop Pro 15 v132,2,3,49.99,33.56,NULL,12
1054,APPR-1429,Face Mask Sheet v132,2,2,19.99,19.94,NULL,22
1055,APPR-1430,Cologne Mens v132,2,2,19.99,29.64,NULL,3
1056,APPR-1431,Pasta Box v132,2,2,9.99,34.77,NULL,30
1057,APPR-1432,Lip Balm SPF v133,2,2,29.99,43.74,NULL,30
1058,APPR-1433,Milk Whole 1gal v133,2,2,49.99,20.18,NULL,25
1059,APPR-1434,Pumpkin Decoration v133,2,2,49.99,23.98,NULL,9
1060,APPR-1435,Puzzle 1000pc v133,2,2,29.99,14.91,NULL,31
1061,APPR-1436,Butter Salted v133,2,2,9.99,49.63,NULL,23
1062,APPR-1437,Doll Fashion v133,2,2,9.99,41.02,NULL,9
1063,APPR-1438,Yogurt Vanilla v133,2,3,29.99,24.60,NULL,29
1064,APPR-1439,Snow Shovel v133,2,2,79.99,36.65,NULL,18
1065,APPR-1440,Bedding Set Queen v134,2,2,19.99,43.15,NULL,9
1066,APPR-1441,Pillow Memory Foam v134,2,2,19.99,33.06,NULL,11
1067,APPR-1442,Bread Whole Wheat v134,2,3,19.99,3.83,NULL,30
1068,APPR-1443,Face Cream Moisturizer v134,2,2,9.99,25.67,NULL,5
1069,APPR-1444,Deodorant Antiperspirant v134,2,2,79.99,36.36,NULL,22
1070,APPR-1445,Easter Basket v134,2,2,49.99,30.68,NULL,9
1071,APPR-1446,Polo Shirt v134,2,3,14.99,42.50,NULL,23
1072,APPR-1447,Peanut Butter v134,2,2,49.99,13.72,NULL,30
1073,APPR-1448,Pillow Memory Foam v135,2,3,19.99,5.09,NULL,19
1074,APPR-1449,Clock Digital v135,2,3,49.99,17.18,NULL,4
1075,APPR-1450,Pillow Memory Foam v135,2,3,9.99,39.71,NULL,35
1076,APPR-1451,Building Blocks v135,2,2,9.99,13.89,NULL,5
1077,APPR-1452,Face Cream Moisturizer v135,2,3,29.99,25.67,NULL,20
1078,APPR-1453,Plant Pot Ceramic v135,2,2,14.99,5.40,NULL,18
1079,APPR-1454,Polo Shirt v135,2,3,79.99,13.23,NULL,31
1080,APPR-1455,Action Figure Set v135,2,3,29.99,5.52,NULL,32
1081,APPR-1456,Plush Toy v136,2,2,19.99,40.74,NULL,20
1082,APPR-1457,Serum Vitamin C v136,2,2,79.99,16.45,NULL,11
1083,APPR-1458,Pumpkin Decoration v136,2,3,9.99,9.99,NULL,26
1084,APPR-1459,Yogurt Vanilla v136,2,2,14.99,25.61,NULL,30
1085,APPR-1460,New Year Decoration v136,2,2,79.99,11.75,NULL,3
1086,APPR-1461,Lego Set Large v136,2,2,14.99,35.87,NULL,22
1087,APPR-1462,T-Shirt Cotton v136,2,2,49.99,38.35,NULL,12
1088,APPR-1463,Toy Car Remote v136,2,3,19.99,35.32,NULL,13
1089,APPR-1464,Serum Vitamin C v137,2,2,49.99,39.30,NULL,11
1090,APPR-1465,Face Mask Sheet v137,2,2,19.99,28.81,NULL,17
1091,APPR-1466,Plush Toy v137,2,2,14.99,44.71,NULL,32
1092,APPR-1467,Laptop Pro 15 v137,2,2,9.99,26.05,NULL,16
1093,APPR-1468,Tablet 10in v137,2,2,79.99,42.96,NULL,27
1094,APPR-1469,Backpack Hiking v137,2,2,79.99,29.47,NULL,15
1095,APPR-1470,Scarf Wool v137,2,3,14.99,48.00,NULL,27
1096,APPR-1471,Polo Shirt v137,2,2,49.99,11.14,NULL,29
1097,APPR-1472,Smart Watch v138,2,3,9.99,25.70,NULL,4
1098,APPR-1473,Plant Pot Ceramic v138,2,2,14.99,20.73,NULL,10
1099,APPR-1474,Tent 4-Person v138,2,3,9.99,34.11,NULL,19
1100,APPR-1475,Board Game v138,2,2,9.99,44.67,NULL,31
1101,APPR-1476,Shampoo Moisturizing v138,2,2,14.99,12.35,NULL,17
1102,APPR-1477,Face Mask Sheet v138,2,3,79.99,2.82,NULL,11
1103,APPR-1478,Plush Toy v138,2,3,29.99,42.23,NULL,9
1104,APPR-1479,Running Shoes v138,2,3,9.99,49.53,NULL,6
1105,APPR-1480,Kite Sports v139,2,2,19.99,11.68,NULL,4
1106,APPR-1481,Milk Whole 1gal v139,2,2,79.99,14.87,NULL,23
1107,APPR-1482,Coffee Beans v139,2,2,79.99,40.69,NULL,32
1108,APPR-1483,Bicycle Mountain v139,2,2,9.99,42.06,NULL,6
1109,APPR-1484,Easter Basket v139,2,3,49.99,40.73,NULL,29
1110,APPR-1485,Milk Whole 1gal v139,2,3,29.99,4.64,NULL,30
1111,APPR-1486,Laptop Pro 15 v139,2,2,9.99,39.27,NULL,24
1112,APPR-1487,Pillow Memory Foam v139,2,2,9.99,46.97,NULL,5
1113,APPR-1488,Running Shoes Pro v140,2,2,9.99,11.60,NULL,5
1114,APPR-1489,T-Shirt Cotton v140,2,3,19.99,15.25,NULL,35
1115,APPR-1490,Vacuum Upright v140,2,3,19.99,8.50,NULL,9
1116,APPR-1491,Jeans Classic Blue v140,2,3,19.99,1.78,NULL,7
1117,APPR-1492,Eye Cream v140,2,3,9.99,18.53,NULL,25
1118,APPR-1493,Power Bank 20000mAh v140,2,2,49.99,34.42,NULL,14
1119,APPR-1494,Perfume Womens v140,2,2,9.99,20.93,NULL,32
1120,APPR-1495,Soccer Ball v140,2,3,14.99,9.50,NULL,11
1121,APPR-1496,Gloves Winter v141,2,2,79.99,41.79,NULL,6
1122,APPR-1497,Sunscreen 50+ v141,2,2,29.99,47.48,NULL,35
1123,APPR-1498,New Year Decoration v141,2,3,14.99,36.19,NULL,9
1124,APPR-1499,Coffee Maker v141,2,2,29.99,3.48,NULL,34
1125,APPR-1500,Sweatshirt Hoodie v141,2,3,79.99,29.59,NULL,2
1126,APPR-1501,Easter Basket v141,2,2,9.99,41.11,NULL,13
1127,APPR-1502,Coffee Beans v141,2,2,14.99,28.04,NULL,2
1128,APPR-1503,Olive Oil Extra v141,2,3,9.99,3.41,NULL,6
1129,APPR-1504,Cologne Mens v142,2,3,29.99,1.92,NULL,32
1130,APPR-1505,Milk Whole 1gal v142,2,2,49.99,44.65,NULL,2
1131,APPR-1506,Area Rug 8x10 v142,2,2,49.99,25.00,NULL,33
1132,APPR-1507,Christmas Tree 6ft v142,2,2,29.99,42.85,NULL,33
1133,APPR-1508,Costume Mask v142,2,3,29.99,24.23,NULL,27
1134,APPR-1509,Christmas Tree 6ft v142,2,2,19.99,35.91,NULL,31
1135,APPR-1510,Building Blocks v142,2,3,29.99,10.07,NULL,32
1136,APPR-1511,Deodorant Antiperspirant v142,2,3,29.99,10.26,NULL,34
1137,APPR-1512,Toaster 4-Slice v143,2,2,49.99,8.17,NULL,9
1138,APPR-1513,Swim Goggles v143,2,3,79.99,31.02,NULL,8
1139,APPR-1514,Mirror Wall v143,2,2,79.99,46.01,NULL,19
1140,APPR-1515,Face Mask Sheet v143,2,2,14.99,45.99,NULL,3
1141,APPR-1516,Toaster 4-Slice v143,2,3,9.99,37.16,NULL,31
1142,APPR-1517,Area Rug 8x10 v143,2,3,19.99,30.21,NULL,33
1143,APPR-1518,Smart Watch v143,2,3,79.99,5.22,NULL,4
1144,APPR-1519,Laptop Pro 15 v143,2,3,79.99,21.84,NULL,28
1145,APPR-1520,Valentine Chocolate v144,2,3,79.99,5.48,NULL,24
1146,APPR-1521,Eggs Dozen v144,2,2,14.99,33.87,NULL,17
1147,APPR-1522,Polo Shirt v144,2,3,29.99,48.32,NULL,8
1148,APPR-1523,Eggs Dozen v144,2,3,9.99,3.88,NULL,11
1149,APPR-1524,Doll Fashion v144,2,3,19.99,5.88,NULL,4
1150,APPR-1525,Jeans Classic Blue v144,2,3,79.99,14.81,NULL,14
1151,APPR-1526,Pumpkin Decoration v144,2,2,14.99,38.82,NULL,30
1152,APPR-1527,Lego Set Large v144,2,2,79.99,24.92,NULL,17
1153,APPR-1528,Baseball Glove v145,2,2,29.99,35.65,NULL,3
1154,APPR-1529,Serum Vitamin C v145,2,3,79.99,33.54,NULL,31
1155,APPR-1530,Pillow Memory Foam v145,2,3,19.99,11.52,NULL,1
1156,APPR-1531,Shampoo Moisturizing v145,2,3,79.99,14.05,NULL,5
1157,APPR-1532,Christmas Tree 6ft v145,2,2,79.99,11.43,NULL,18
1158,APPR-1533,Baseball Glove v145,2,2,49.99,44.66,NULL,30
1159,APPR-1534,Puzzle 1000pc v145,2,2,14.99,38.55,NULL,32
1160,APPR-1535,Action Figure Set v145,2,2,29.99,23.44,NULL,5
1161,APPR-1536,Plant Pot Ceramic v146,2,2,79.99,41.85,NULL,2
1162,APPR-1537,Board Game v146,2,2,79.99,23.83,NULL,23
1163,APPR-1538,Jeans Classic Blue v146,2,2,19.99,19.24,NULL,17
1164,APPR-1539,Winter Jacket v146,2,2,9.99,33.69,NULL,4
1165,APPR-1540,Olive Oil Extra v146,2,3,19.99,2.77,NULL,28
1166,APPR-1541,Water Bottle Insulated v146,2,2,29.99,40.87,NULL,2
1167,APPR-1542,Lip Balm SPF v146,2,2,14.99,33.35,NULL,18
1168,APPR-1543,Peanut Butter v146,2,2,29.99,28.62,NULL,1
1169,APPR-1544,Tent 4-Person v147,2,2,9.99,10.29,NULL,1
1170,APPR-1545,Power Bank 20000mAh v147,2,3,49.99,38.01,NULL,35
1171,APPR-1546,Face Mask Sheet v147,2,2,19.99,12.00,NULL,15
1172,APPR-1547,Keyboard Mechanical v147,2,2,29.99,22.73,NULL,23
1173,APPR-1548,Gloves Winter v147,2,2,9.99,27.82,NULL,22
1174,APPR-1549,Tennis Racket v147,2,2,14.99,16.60,NULL,23
1175,APPR-1550,Milk Whole 1gal v147,2,2,9.99,28.70,NULL,7
1176,APPR-1551,Pillow Memory Foam v147,2,3,29.99,13.96,NULL,30
1177,APPR-1552,Power Bank 20000mAh v148,2,3,9.99,10.49,NULL,10
1178,APPR-1553,Running Shoes Pro v148,2,3,19.99,19.95,NULL,28
1179,APPR-1554,Pumpkin Decoration v148,2,2,79.99,5.29,NULL,27
1180,APPR-1555,Eye Cream v148,2,2,79.99,38.45,NULL,26
1181,APPR-1556,Blender Smoothie v148,2,2,29.99,23.12,NULL,31
1182,APPR-1557,Monitor 27in v148,2,3,29.99,11.43,NULL,8
1183,APPR-1558,Toy Car Remote v148,2,2,49.99,48.94,NULL,21
1184,APPR-1559,Gloves Winter v148,2,2,14.99,17.63,NULL,5
1185,APPR-1560,Pillow Memory Foam v149,2,2,29.99,41.52,NULL,20
1186,APPR-1561,Easter Basket v149,2,2,14.99,17.93,NULL,35
1187,APPR-1562,Face Cream Moisturizer v149,2,3,79.99,27.32,NULL,34
1188,APPR-1563,Gloves Winter v149,2,3,9.99,33.55,NULL,35
1189,APPR-1564,Thanksgiving Centerpiece v149,2,3,19.99,15.51,NULL,3
1190,APPR-1565,Yoga Mat v149,2,3,79.99,25.15,NULL,32
1191,APPR-1566,Blender Smoothie v149,2,2,19.99,49.27,NULL,4
1192,APPR-1567,Wireless Earbuds v149,2,2,19.99,39.32,NULL,1
1193,APPR-1568,Vitamins Multi v150,2,3,9.99,19.10,NULL,33
1194,APPR-1569,Costume Mask v150,2,3,49.99,29.86,NULL,27
1195,APPR-1570,Bluetooth Speaker v150,2,3,79.99,6.94,NULL,1
1196,APPR-1571,Bluetooth Speaker v150,2,2,49.99,49.26,NULL,4
1197,APPR-1572,Skateboard Pro v150,2,2,19.99,3.64,NULL,12
1198,APPR-1573,Face Cream Moisturizer v150,2,2,19.99,22.59,NULL,28
1199,APPR-1574,Smartphone X12 v150,2,2,49.99,47.51,NULL,18
1200,APPR-1575,Socks 6-pack v150,2,3,19.99,36.87,NULL,22
1201,APPR-1576,Coffee Maker v151,2,3,14.99,18.68,NULL,7
1202,APPR-1577,Blender Smoothie v151,2,3,19.99,48.90,NULL,30
1203,APPR-1578,Tennis Racket v151,2,3,9.99,17.95,NULL,24
1204,APPR-1579,Pillow Memory Foam v151,2,3,9.99,3.11,NULL,32
1205,APPR-1580,Dress Casual v151,2,2,29.99,13.76,NULL,21
1206,APPR-1581,Eye Cream v151,2,3,19.99,41.79,NULL,26
1207,APPR-1582,Mouse Wireless v151,2,2,29.99,13.16,NULL,30
1208,APPR-1583,Lamp Floor v151,2,2,9.99,48.46,NULL,20
1209,APPR-1584,Tennis Racket v152,2,3,49.99,35.41,NULL,7
1210,APPR-1585,Video Game Controller v152,2,2,49.99,18.16,NULL,18
1211,APPR-1586,Toy Car Remote v152,2,2,79.99,43.23,NULL,6
1212,APPR-1587,Backpack Hiking v152,2,3,9.99,15.26,NULL,24
1213,APPR-1588,Winter Jacket v152,2,2,29.99,11.70,NULL,3
1214,APPR-1589,Yogurt Vanilla v152,2,2,49.99,4.78,NULL,31
1215,APPR-1590,Rice Basmati v152,2,2,14.99,11.25,NULL,21
1216,APPR-1591,Ice Melt Bag v152,2,3,9.99,49.71,NULL,6
1217,APPR-1592,Coffee Beans v153,2,2,49.99,48.53,NULL,28
1218,APPR-1593,Yoga Mat v153,2,2,29.99,4.54,NULL,13
1219,APPR-1594,Cologne Mens v153,2,2,29.99,37.57,NULL,34
1220,APPR-1595,Olive Oil Extra v153,2,2,14.99,5.01,NULL,7
1221,APPR-1596,Cereal Granola v153,2,2,19.99,29.37,NULL,19
1222,APPR-1597,Puzzle 1000pc v153,2,2,19.99,18.34,NULL,9
1223,APPR-1598,Gloves Winter v153,2,3,49.99,45.67,NULL,21
1224,APPR-1599,Coffee Maker v153,2,3,19.99,48.53,NULL,32
1225,APPR-1600,Mouse Wireless v154,2,2,9.99,9.18,NULL,9
1226,APPR-1601,Halloween Costume v154,2,3,19.99,31.14,NULL,10
1227,APPR-1602,Running Shoes Pro v154,2,3,49.99,5.54,NULL,14
1228,APPR-1603,Wireless Earbuds v154,2,2,9.99,14.50,NULL,27
1229,APPR-1604,Blender Smoothie v154,2,3,49.99,32.83,NULL,8
1230,APPR-1605,Toothbrush Electric v154,2,3,49.99,25.50,NULL,8
1231,APPR-1606,Mirror Wall v154,2,2,79.99,5.44,NULL,20
1232,APPR-1607,Milk Whole 1gal v154,2,3,49.99,20.52,NULL,30
1233,APPR-1608,Bread Whole Wheat v155,2,2,14.99,5.95,NULL,8
1234,APPR-1609,Ornament Pack v155,2,3,49.99,21.92,NULL,10
1235,APPR-1610,Tent 4-Person v155,2,2,79.99,12.90,NULL,11
1236,APPR-1611,Video Game Controller v155,2,3,14.99,31.74,NULL,8
1237,APPR-1612,Dumbbells Set v155,2,3,79.99,23.51,NULL,31
1238,APPR-1613,Mouse Wireless v155,2,3,19.99,47.89,NULL,24
1239,APPR-1614,New Year Decoration v155,2,3,79.99,24.62,NULL,25
1240,APPR-1615,Board Game v155,2,3,19.99,35.66,NULL,6
1241,APPR-1616,Lego Set Large v156,2,2,49.99,19.83,NULL,23
1242,APPR-1617,Building Blocks v156,2,2,19.99,2.69,NULL,1
1243,APPR-1618,Mirror Wall v156,2,2,14.99,39.34,NULL,3
1244,APPR-1619,Coffee Beans v156,2,2,19.99,14.26,NULL,11
1245,APPR-1620,Bicycle Mountain v156,2,2,14.99,31.08,NULL,28
1246,APPR-1621,Eggs Dozen v156,2,3,14.99,35.85,NULL,35
1247,APPR-1622,Running Shoes v156,2,3,9.99,38.44,NULL,27
1248,APPR-1623,Coffee Maker v156,2,3,79.99,43.13,NULL,7
1249,APPR-1624,Dumbbells Set v157,2,3,29.99,18.83,NULL,6
1250,APPR-1625,Yogurt Vanilla v157,2,2,14.99,22.99,NULL,26
1251,HOME-1001,Running Shoes Pro v157,3,3,19.99,31.26,NULL,35
1252,HOME-1002,Milk Whole 1gal v157,3,3,79.99,15.64,NULL,23
1253,HOME-1003,Wireless Earbuds v157,3,2,19.99,32.02,NULL,12
1254,HOME-1004,Mirror Wall v157,3,3,249.99,4.22,NULL,12
1255,HOME-1005,Dress Casual v157,3,3,249.99,5.92,NULL,19
1256,HOME-1006,Vitamins Multi v157,3,3,149.99,15.38,NULL,20
1257,HOME-1007,Perfume Womens v158,3,3,149.99,47.11,NULL,17
1258,HOME-1008,Kite Sports v158,3,2,19.99,48.34,NULL,26
1259,HOME-1009,Bluetooth Speaker v158,3,2,49.99,47.07,NULL,17
1260,HOME-1010,Yogurt Vanilla v158,3,2,149.99,36.42,NULL,30
1261,HOME-1011,Bluetooth Speaker v158,3,3,149.99,3.58,NULL,33
1262,HOME-1012,Pumpkin Decoration v158,3,3,149.99,25.95,NULL,14
1263,HOME-1013,Face Cream Moisturizer v158,3,3,79.99,24.48,NULL,4
1264,HOME-1014,Scarf Wool v158,3,2,19.99,8.99,NULL,28
1265,HOME-1015,Socks 6-pack v159,3,3,149.99,12.51,NULL,3
1266,HOME-1016,Christmas Tree 6ft v159,3,3,49.99,41.84,NULL,16
1267,HOME-1017,Bread Whole Wheat v159,3,3,79.99,10.04,NULL,22
1268,HOME-1018,Thanksgiving Centerpiece v159,3,3,19.99,46.31,NULL,23
1269,HOME-1019,Keyboard Mechanical v159,3,2,249.99,28.50,NULL,7
1270,HOME-1020,Eggs Dozen v159,3,3,149.99,47.85,NULL,29
1271,HOME-1021,Blender Smoothie v159,3,3,49.99,33.62,NULL,1
1272,HOME-1022,Running Shoes v159,3,3,79.99,47.73,NULL,34
1273,HOME-1023,Yo-Yo Classic v160,3,2,19.99,24.18,NULL,14
1274,HOME-1024,Trading Card Pack v160,3,2,79.99,49.16,NULL,8
1275,HOME-1025,Blender Smoothie v160,3,2,79.99,2.06,NULL,32
1276,HOME-1026,Yogurt Vanilla v160,3,3,149.99,35.92,NULL,12
1277,HOME-1027,Clock Digital v160,3,2,249.99,10.79,NULL,18
1278,HOME-1028,Mouse Wireless v160,3,2,79.99,43.96,NULL,17
1279,HOME-1029,Laptop Pro 15 v160,3,2,149.99,15.37,NULL,21
1280,HOME-1030,Plant Pot Ceramic v160,3,2,79.99,2.40,NULL,11
1281,HOME-1031,Doll Fashion v161,3,2,149.99,34.17,NULL,33
1282,HOME-1032,Blender Smoothie v161,3,3,19.99,42.10,NULL,31
1283,HOME-1033,Bicycle Mountain v161,3,2,79.99,48.92,NULL,2
1284,HOME-1034,Face Cream Moisturizer v161,3,2,49.99,49.01,NULL,27
1285,HOME-1035,T-Shirt Cotton v161,3,3,79.99,6.37,NULL,23
1286,HOME-1036,Butter Salted v161,3,2,249.99,35.63,NULL,24
1287,HOME-1037,Milk Whole 1gal v161,3,3,249.99,32.60,NULL,3
1288,HOME-1038,Curtains Blackout v161,3,2,19.99,44.91,NULL,35
1289,HOME-1039,USB-C Cable 6ft v162,3,2,49.99,25.38,NULL,1
1290,HOME-1040,Halloween Costume v162,3,3,19.99,48.55,NULL,24
1291,HOME-1041,Action Figure Set v162,3,2,79.99,24.04,NULL,27
1292,HOME-1042,Easter Basket v162,3,3,149.99,41.20,NULL,18
1293,HOME-1043,Mouse Wireless v162,3,2,149.99,15.66,NULL,30
1294,HOME-1044,Video Game Controller v162,3,2,79.99,23.02,NULL,35
1295,HOME-1045,Area Rug 8x10 v162,3,2,249.99,45.78,NULL,3
1296,HOME-1046,Toy Car Remote v162,3,3,249.99,14.13,NULL,16
1297,HOME-1047,Video Game Controller v163,3,3,19.99,22.94,NULL,8
1298,HOME-1048,Socks 6-pack v163,3,2,19.99,42.42,NULL,14
1299,HOME-1049,Shorts Summer v163,3,3,249.99,14.41,NULL,11
1300,HOME-1050,Power Bank 20000mAh v163,3,2,19.99,26.19,NULL,26
1301,HOME-1051,Yogurt Vanilla v163,3,2,249.99,35.27,NULL,15
1302,HOME-1052,Sunscreen 50+ v163,3,3,249.99,18.73,NULL,29
1303,HOME-1053,Toothbrush Electric v163,3,2,49.99,18.24,NULL,27
1304,HOME-1054,Cheese Cheddar v163,3,3,249.99,30.71,NULL,6
1305,HOME-1055,Running Shoes v164,3,2,49.99,27.17,NULL,3
1306,HOME-1056,Pillow Memory Foam v164,3,2,149.99,20.66,NULL,32
1307,HOME-1057,Curtains Blackout v164,3,3,249.99,39.18,NULL,22
1308,HOME-1058,Swim Goggles v164,3,3,249.99,6.55,NULL,11
1309,HOME-1059,Smartphone X12 v164,3,3,249.99,19.73,NULL,26
1310,HOME-1060,Pasta Box v164,3,2,49.99,37.55,NULL,35
1311,HOME-1061,Smart Watch v164,3,2,149.99,39.03,NULL,25
1312,HOME-1062,Running Shoes v164,3,2,79.99,20.03,NULL,26
1313,HOME-1063,Bread Whole Wheat v165,3,2,49.99,14.10,NULL,30
1314,HOME-1064,Coffee Maker v165,3,2,149.99,5.54,NULL,15
1315,HOME-1065,Vacuum Upright v165,3,3,49.99,46.54,NULL,17
1316,HOME-1066,Trading Card Pack v165,3,3,249.99,1.74,NULL,3
1317,HOME-1067,Thanksgiving Centerpiece v165,3,3,249.99,11.95,NULL,8
1318,HOME-1068,Cereal Granola v165,3,3,149.99,4.62,NULL,25
1319,HOME-1069,Skateboard Pro v165,3,3,19.99,24.48,NULL,18
1320,HOME-1070,Gloves Winter v165,3,3,79.99,11.51,NULL,4
1321,HOME-1071,Running Shoes Pro v166,3,2,149.99,49.82,NULL,16
1322,HOME-1072,Eggs Dozen v166,3,3,49.99,10.31,NULL,14
1323,HOME-1073,Smart Watch v166,3,2,19.99,26.26,NULL,33
1324,HOME-1074,Deodorant Antiperspirant v166,3,2,49.99,30.45,NULL,34
1325,HOME-1075,Clock Digital v166,3,2,19.99,23.76,NULL,28
1326,HOME-1076,Action Figure Set v166,3,3,19.99,36.83,NULL,26
1327,HOME-1077,Tent 4-Person v166,3,3,149.99,14.30,NULL,31
1328,HOME-1078,Baseball Glove v166,3,2,49.99,35.44,NULL,16
1329,HOME-1079,Soccer Ball v167,3,3,149.99,32.53,NULL,11
1330,HOME-1080,Eggs Dozen v167,3,3,149.99,41.62,NULL,26
1331,HOME-1081,Lamp Floor v167,3,2,249.99,24.68,NULL,20
1332,HOME-1082,Shorts Summer v167,3,2,49.99,18.07,NULL,15
1333,HOME-1083,T-Shirt Cotton v167,3,3,249.99,22.17,NULL,7
1334,HOME-1084,Deodorant Antiperspirant v167,3,3,149.99,33.03,NULL,1
1335,HOME-1085,Bluetooth Speaker v167,3,3,49.99,44.95,NULL,2
1336,HOME-1086,Fireworks Pack v167,3,3,49.99,4.95,NULL,35
1337,HOME-1087,Christmas Tree 6ft v168,3,3,149.99,35.50,NULL,5
1338,HOME-1088,Socks 6-pack v168,3,2,149.99,14.51,NULL,5
1339,HOME-1089,Yoga Mat v168,3,2,149.99,30.12,NULL,34
1340,HOME-1090,Monitor 27in v168,3,3,49.99,48.37,NULL,29
1341,HOME-1091,Lamp Floor v168,3,2,49.99,9.40,NULL,16
1342,HOME-1092,Shorts Summer v168,3,2,79.99,46.57,NULL,8
1343,HOME-1093,Video Game Controller v168,3,3,19.99,27.46,NULL,35
1344,HOME-1094,Mirror Wall v168,3,3,49.99,6.49,NULL,22
1345,HOME-1095,Baseball Glove v169,3,2,79.99,14.02,NULL,11
1346,HOME-1096,Deodorant Antiperspirant v169,3,3,79.99,39.38,NULL,7
1347,HOME-1097,Eggs Dozen v169,3,2,149.99,11.07,NULL,16
1348,HOME-1098,Sunscreen 50+ v169,3,3,149.99,19.03,NULL,5
1349,HOME-1099,Milk Whole 1gal v169,3,3,49.99,16.60,NULL,19
1350,HOME-1100,Backpack Hiking v169,3,2,249.99,36.74,NULL,2
1351,HOME-1101,Easter Basket v169,3,3,19.99,9.23,NULL,23
1352,HOME-1102,Lip Balm SPF v169,3,3,149.99,49.75,NULL,16
1353,HOME-1103,Pillow Memory Foam v170,3,2,149.99,45.44,NULL,1
1354,HOME-1104,Rice Basmati v170,3,2,49.99,18.50,NULL,18
1355,HOME-1105,USB-C Cable 6ft v170,3,2,49.99,2.33,NULL,6
1356,HOME-1106,Clock Digital v170,3,2,49.99,31.26,NULL,5
